Job Title,Company,Location,Salary Estimate,Rating,Description,Headquarters,Size,Founded,Ownership,Industry,Sector,Revenue,Competitors
Computational Analyst or Data Scientist,Physical Sciences Inc.,"Andover, MA",$91K - $132K (Glassdoor est.),3.7,"Physical Sciences Inc., an Employee-Owned company, located just north of Boston in Andover, is looking for a computational scientist and/or data scientist to contribute to a number of programs in data analysis and data fusion. We develop systems and algorithms that solve challenging real-world problems in computer vision, graph analytics, and sensor fusion and modeling. Systems that we develop are continuously deployed with relevant local and federal agencies, directly contributing to our nation...",-1,201 to 500 Employees,1973,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,-1
Research Scientist,PayPal,"San Jose, CA",$138K - $237K (Employer provided),3.6,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.

We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whet...",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1
Staff AI Scientist - Machine Learning (US/KR),Gauss Labs,"Palo Alto, CA",$151K - $202K (Glassdoor est.),3.8,"We are seeking highly motivated AI Scientists to serve as technical leaders who shape the long-term direction of multiple initiatives. In this role, you will solve complex and novel ML challenges, introduce transformative approaches, and ensure that innovation is applied at scale across projects. You will mentor junior/senior peers, influencing both engineering and product strategy. Their scope extends from direct execution to setting vision and ensuring sustainable growth in technical capabilit...",-1,Unknown,--,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,Home Depot / THD,"Atlanta, GA",$102K - $139K (Glassdoor est.),3.8,"Position Purpose:
The Data Scientist is responsible for supporting data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role applies industry-leading analytical methodologies for working with large datasets to extract meaningful business insight and creatively solve business problems. Data Scientists are also responsible for ensuring that developed codes are documented into a library of reusable algorithms. Based on the specifi...",-1,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
Sr. Data Scientist,Sciemo,"Philadelphia, PA",$150K - $170K (Employer provided),-1,"about sciemo
Sciemo builds AI for consumer goods: technology that helps businesses make faster, smarter, and more human decisions across the entire Sales and Operations Planning (S&OP) cycle. From optimizing promotions to balancing demand and supply, Sciemo's platform transforms messy, siloed data into measurable business impact. Its AI agents assist decision-makers in real-time, turning complexity into clarity. We are headquartered in New York City.
overview
We are an industry-leading startup d...",-1,1 to 50 Employees,--,Subsidiary or Business Segment,--,--,Unknown / Non-Applicable,-1
Senior Data Scientist,Voloridge,"Jupiter, FL",-1,4.3,"Voloridge Investment Management was founded by David Vogel in 2009 and is based in Jupiter, FL. We incorporate advanced data science and mathematics into our systematic, market neutral investment strategies to exploit alpha opportunities we consider unique in financial markets. Our firm is comprised of award-winning predictive modelers, experienced data analysts, advanced technologists, and a group of dynamic business professionals.
Data Science is at the core of our business. Our Data Scientist...",-1,51 to 200 Employees,2009,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1
Senior Data Scientist (Hybrid),Enova International,"Chicago, IL",$96K - $125K (Employer provided),3.6,"We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas or take over sponsorship at this time.
About the role:
We are seeking a talented Senior Data Scientist to join our Portfolio Analytics team. In this role, you will develop, enhance and test our models for use in determining the appropriate lending criteria and verification procedures. You will independently dive into open-ended problems in order to present recomm...",-1,1001 to 5000 Employees,2004,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),-1
Data Scientist,Ford Motor Company,"Dearborn, MI",$98K - $130K (Glassdoor est.),3.9,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Data Scientist, Product Analytics",Doppel,"San Francisco, CA",$140K - $180K (Employer provided),2.9,"Why Join Doppel
Doppel is built to outsmart one of the great threats AI presents: mass-manufactured social engineering. Countless scams, deepfakes, and other social engineering attacks are surging across every digital channel: websites, social media, ads, encrypted messaging apps, mobile, and more. Our mission is simple but bold: make the internet a safer place by outsmarting the world’s fastest-evolving digital threats.
Backed by top-tier investors and trusted by some of the world’s most recogn...",-1,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,-1
Research Data Scientist,Roku,"San Jose, CA",$132K - $254K (Employer provided),3.7,"Teamwork makes the stream work.

Roku is changing how the world watches TV
Roku is the #1 TV streaming platform in the U.S., Canada, and Mexico, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage...",-1,1001 to 5000 Employees,2002,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),-1
Associate Data Scientist,Turning Stone Enterprises,"Verona, NY",$82K (Employer provided),3.4,"Job Requirements

** Starting Salary Rate: $82,000 yearly **
Are you passionate about turning data into strategic insights? As an Associate Data Scientist, you'll play a pivotal role in driving business transformation and growth through advanced and predictive analytics. You'll leverage cutting-edge data science techniques to enhance reporting, develop new analytical approaches, and provide impactful recommendations across all business functions.

In this role, you'll collaborate with internal s...",-1,Unknown,--,Company - Public,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1
Data Scientist/BI Engineer,Apex Capital Corp,"Fort Worth, TX",-1,3.9,"Purpose of Your Role
We are looking for a Data Scientist/Business Intelligence Engineer who can leverage data analysis, modeling, and advanced analytics to drive business decisions and identify opportunities for innovation. This role supports the enterprise by designing and maintaining predictive and prescriptive models, automating processes through AI and machine learning, building scalable data solutions and providing reporting that strengthens decision-making across the business.
Some onsite ...",-1,201 to 500 Employees,1995,Company - Private,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,-1
Data Science Graduate,Juniper Networks,"Spring, TX",$61K - $181K (Employer provided),4.1,"Location
Spring, Texas, 77389-1767
Category
Engineering
Job Type
Full time
Job Id
1192963
No

Data Science Graduate
This role has been designed as ‘Hybrid’ with an expectation that you will work on average 2 days per week from an HPE office.

#unitedstates
#grads
Engineering
TCP_01

USD Annual Salary: $60,800.00 - $181,200.00",-1,5001 to 10000 Employees,1996,Company - Public,Telecommunications Services,Telecommunications,$1 to $5 billion (USD),-1
Data Scientist,Absolute Business Solutions Corp,"Saint Louis, MO",$75K - $150K (Employer provided),3.8,"Absolute Business Solutions Corp (ABSC) is not just another tech company. We’re a community of innovators, engineers, analysts and business professionals working together with our customers to tackle the most complex challenges. For more than 20 years we’ve supported critical DoD, IC and Federal Civilian missions and global, multi-national corporations. We specialize in supporting our clients in the Intelligence, Technology, Defense, AI/ML, and Data Science fields. As we continue to grow at a ra...",-1,51 to 200 Employees,2001,Company - Private,National Agencies,Government & Public Administration,$5 to $25 million (USD),-1
"Data Scientist, User Growth",Duolingo,"Pittsburgh, PA",$148K - $200K (Employer provided),4.1,"Our mission at Duolingo is to develop the best education in the world and make it universally available. It's a big mission, and that's where you come in!
At Duolingo, you'll join a team that cares about finding innovative solutions to complex technical problems, running countless experiments (300+ at a time!) with our massive user base to make data-driven decisions, and educating our users and employees alike. You'll have limitless learning opportunities, mentorship and collaboration with world...",-1,501 to 1000 Employees,2011,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,Orion Innovation,"Texas City, TX",$87K - $149K (Glassdoor est.),3.9,"Orion Innovation is a premier, award-winning, global business and technology services firm. Orion delivers game-changing business transformation and product development rooted in digital strategy, experience design, and engineering, with a unique combination of agility, scale, and maturity. We work with a wide range of clients across many industries including financial services, professional services, telecommunications and media, consumer products, automotive, industrial automation, professiona...",-1,5001 to 10000 Employees,1993,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),-1
Healthcare Data Scientist II,AFMC,"Little Rock, AR",$76K - $110K (Glassdoor est.),4.0,"Job Description:

SCOPE OF POSITION:
Provide statistical support for the development of measurement/re-measurement techniques, data analysis and reporting of quality improvement projects, surveys and HEDIS needs. Assist in the coordination of data activities for specific projects and assure compliance with established protocols and contractual requirements. Works under the general supervision of Supervisor or Manager. Support the organization’s mission, vision, and values by exhibiting the follo...",-1,201 to 500 Employees,1972,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),-1
Data Scientist,Trideum Corporation,"Huntsville, AL",$89K - $124K (Glassdoor est.),3.8,"Data Scientist
Full-time
Huntsville, AL
About Us
Trideum Corporation is a 100% employee-owned company, committed to embracing the world’s toughest challenges with a servant’s heart. Through dedicated hard work and commitment, we provide distinctive quality and unparalleled customer service in all aspects of our business. We also know that our employees are the key to our success, and it is our mission to take care of them so they can take care of our customers and communities where we live, work...",-1,51 to 200 Employees,--,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$5 to $25 million (USD),-1
Senior Data Scientist,Finfare Financial,"Irvine, CA",$130K - $170K (Employer provided),1.8,"About Snowpeak AI
Are you eager to make a significant impact in the ever-evolving AI landscape? Join Snowpeak AI, a dynamic leader in AI innovation, as a Senior Data Scientist. You'll work alongside a top-tier AI team to harness data, advanced analytics, and cutting-edge models to fuel strategic growth and deliver real-world impact. This is your chance to lead data-driven transformation, build intelligent systems, and push the boundaries of conversational AI and automation.
We seek a versatile e...",-1,1 to 50 Employees,--,Company - Private,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,-1
Data Scientist II - R&I,PREDICTANT LLC,"Raleigh, NC",-1,-1,"Description:
100% in office located in Raleigh, NC
NO relocation expenses
Open to US Citizens, H1-B holders or Green Card-specified status on resume

Predictant is an innovative start up focused on using AI to accurately measure tension in large industrial bolts (currently focused on the Wind Turbine industry). Using our patented method, and patent pending hardware, coupled with advanced AI models, Predictant reduces the maintenance and inspection time on large structures by up to 90% vs. tradit...",-1,-1,-1,-1,-1,-1,-1,-1
"Data Scientist, Merchandising Analytics",Tractor Supply Company,"Brentwood, TN",$99K - $138K (Glassdoor est.),3.4,"Overall Job Summary
The Data Scientist, Merchandising Analytics at Tractor Supply Company will play a key role in leveraging data to address complex business challenges. The role will develop advanced statistical methods using Machine Learning, AI, statistical modeling, and optimization techniques to support the merchandising strategies and broader organizational goals of TSC. Additionally, the role will contribute to setting objectives to enhance the overall data architecture and data governanc...",-1,10000+ Employees,1938,Company - Public,Other Retail Stores,Retail & Wholesale,$10+ billion (USD),-1
Machine Learning Engineer II,Expedia Group,"Austin, TX",$112K - $179K (Employer provided),3.9,"Expedia Group brands power global travel for everyone, everywhere. We design cutting-edge tech to make travel smoother and more memorable, and we create groundbreaking solutions for our partners. Our diverse, vibrant, and welcoming community is essential in driving our success.
Why Join Us?
To shape the future of travel, people must come first. Guided by our Values and Leadership Agreements, we foster an open culture where everyone belongs, differences are celebrated and know that when one of us...",-1,10000+ Employees,1996,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),-1
Data Scientist - II,CredX,"North Chicago, IL",$85K - $113K (Employer provided),-1,"About the Role:
We are hiring a Data Scientist on behalf of our client, a leading organization focused on data-driven decision-making and digital innovation. As their implementation partner, CredX is helping them onboard top-tier talent through our verified applicant portal.
The ideal candidate will have hands-on experience in building machine learning models, analyzing complex datasets, and generating actionable insights to support strategic business decisions.
Key Responsibilities:
Develop, im...",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,Adobe,"San Jose, CA",$109K - $192K (Employer provided),4.2,"Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences whe...",-1,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),-1
Supply Chain Data Scientist,Information Technology Senior Management Forum,"Spring, TX",$137K - $211K (Employer provided),5.0,"Posted Date
10/27/2025
Description
Supply Chain Data Scientist
Description -
HP is the world’s leading personal systems and printing company, dedicated to creating technology that enriches lives everywhere. Our innovation thrives on the passion, talent, and curiosity of our people—each bringing unique perspectives, expertise, and ideas to shape the future of how the world works and lives.
Join HP’s Strategic Planning and Modeling (SPaM) Data Science Team – Where Vision Meets Impact





Data & I...",-1,51 to 200 Employees,--,Unknown,--,--,Unknown / Non-Applicable,-1
Data Scientist- Associate,KPMG,"Dallas, TX",-1,3.7,"Known for being a great place to work and build a career, KPMG provides audit, tax and advisory services for organizations in today's most important industries. Our growth is driven by delivering real results for our clients. It's also enabled by our culture, which encourages individual development, embraces an inclusive environment, rewards innovative excellence and supports our communities. With qualities like those, it's no wonder we're consistently ranked among the best companies to work for...",-1,10000+ Employees,1987,Company - Private,Business Consulting,Management & Consulting,$1 to $5 billion (USD),-1
Data Scientist,Cape Fox Federal Integrators,"Wright Patterson AFB, OH",$96K - $120K (Employer provided),4.3,"Job Description:

Cape Fox is seeking a skilled Data Scientist with a strong background in unsupervised learning, predictive analytics, and algorithm development to support a government client. This role involves designing and deploying tree-based clustering models, implementing core algorithms such as decision trees and k-nearest neighbors from scratch, optimizing data structures like distance matrices, and writing efficient, vectorized Python code. The ideal candidate will hold a Bachelor’s de...",-1,Unknown,2008,Subsidiary or Business Segment,National Agencies,Government & Public Administration,Unknown / Non-Applicable,-1
Data Scientist II,Resurgent Capital Services,"Greenville, SC",$86K - $122K (Glassdoor est.),4.2,"About Us
Fueled by a fundamental belief in innovation, Resurgent Capital Services is an industry-leading financial services company in our sector. It all began 25 years ago when a small group of successful entrepreneurs had a vision for a new type of asset receivables company. One with a commitment to superior service and a personal touch with every interaction. We believe that demonstrating integrity in everything we do, maintaining a strong commitment to compliance, and doing things the right ...",-1,201 to 500 Employees,1998,Company - Private,Investment & Asset Management,Financial Services,$25 to $100 million (USD),-1
Data Scientist,Waymo,"Mountain View, CA",$170K - $216K (Employer provided),4.0,"MOUNTAIN VIEW, CALIFORNIA, UNITED STATES. SAN FRANCISCO, CALIFORNIA, UNITED STATES FULL-TIME SOFTWARE ENGINEERING 3399

Waymo is an autonomous driving technology company with the mission to be the world's most trusted driver. Since its start as the Google Self-Driving Car Project in 2009, Waymo has focused on building the Waymo Driver—The World's Most Experienced Driver™—to improve access to mobility while saving thousands of lives now lost to traffic crashes. The Waymo Driver powers Waymo’s ful...",-1,Unknown,2009,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
"Senior Data Scientist, Analytics",Discord,"San Francisco, CA",$196K - $221K (Employer provided),4.0,"Discord is used by over 200 million people every month for many different reasons, but there’s one thing that nearly everyone does on our platform: play video games. Over 90% of our users play games, spending a combined 1.5 billion hours playing thousands of unique titles on Discord each month. Discord plays a uniquely important role in the future of gaming. We are focused on making it easier and more fun for people to talk and hang out before, during, and after playing games.As a member of the ...",-1,501 to 1000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),-1
AI and Data Engineer,Bristol-Myers Squibb,"Princeton, NJ",$88K - $106K (Employer provided),3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
AI Scientist - Machine Learning (US/KR),Gauss Labs,"Palo Alto, CA",$142K - $187K (Glassdoor est.),3.8,"We are seeking a highly motivated AI Scientist specializing in Machine Learning to join our growing AI R&D team. In this role, you will be at the forefront of developing and deploying cutting-edge deep learning models to solve real-world temporal modeling challenges in manufacturing. We’re looking for a candidate with strong practical R&D experience, grounded in solid theoretical fundamentals, and deep expertise in AI disciplines. The ideal candidate will have a deep understanding of state-of-th...",-1,Unknown,--,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,-1
Machine Learning Engineer L-1,Lauretta AI LLC,"Austin, TX",$80K - $93K (Employer provided),4.3,"Job Description:
Develop high-quality, maintainable code to build and deploy computer vision modules and machine learning models as part of an AI pipeline
Works with data and software engineering team to integrate models into pipeline
Support construction and iteration of product prototypes
Support data pipeline engineering and automation
Stay up to date with state of the art developments in computer vision tasks
Other duties as required by supervisors
Additional Requirements:",-1,1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Less than $1 million (USD),-1
Sr Data Scientist,PayPal,"San Jose, CA",$124K - $213K (Employer provided),3.6,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.

We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whet...",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1
Senior Data Scientist (Hybrid),Enova International,"Denver, CO",$96K - $125K (Employer provided),3.6,"We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas or take over sponsorship at this time.
About the role:
We are seeking a talented Senior Data Scientist to join our Credit Risk Modeling team. In this role, you will develop, enhance and test our models for use in determining the appropriate lending criteria and verification procedures. You will independently dive into open-ended problems in order to present recom...",-1,1001 to 5000 Employees,2004,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),-1
Data Scientist - AI,Promise,"San Francisco, CA",$150K - $215K (Employer provided),4.0,"Company Overview
Promise modernizes how government agencies and utilities support people in financial difficulty. We build technology that makes it simple for residents to receive benefits, engage with assistance programs, set up flexible payment plans, and stay on track—while helping agencies increase efficiency, recover revenue, and deliver services with dignity. Our mission is to transform public systems so they work better for everyone, especially the most vulnerable.
Our team includes exper...",-1,Unknown,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,Oracle,United States,-1,3.7,"As a Principal Data Scientist, you will play a key role in designing, building, and maintaining the data infrastructure that powers statistical analyses and machine learning efforts for the Core Infrastructure Availability Engineering organization. You will work closely with data scientists, engineers, and other stakeholders to develop and deploy scalable, efficient, and reliable data pipelines that drive business value, while leading initiatives to improve, deliver, and enable reporting and ins...",-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
Machine Learning Engineer,Bracebridge Capital,"Boston, MA",$115K - $150K (Employer provided),3.1,"Bracebridge Capital, LLC is a leading alternative asset manager with approximately $12 billion of net assets under management. The firm pursues investment strategies primarily within the global fixed income markets with the objectives of capital preservation and absolute return without significant correlation to equity, interest rate and foreign exchange markets. Established in 1994, Bracebridge manages private investment funds that serve endowments, foundations, pension funds and other institut...",-1,51 to 200 Employees,--,Company - Private,Investment & Asset Management,Financial Services,$25 to $100 million (USD),-1
Data Scientist,Nicklaus Children's Hospital,"Miami, FL",$75K - $125K (Glassdoor est.),3.9,"Description
Job Summary
Responsible for leveraging advanced analytics, machine learning and statistical methodologies to extract meaningful insights from healthcare and operational data at Nicklaus Children's Health System. Areas of focus include analysis of electronic health records (EHR), genomic and precision medicine initiatives, financials and enterprise resource planning (ERP) data. Collaborates with researchers, clinical and operational teams within the health system. Works to ensure all ...",-1,1001 to 5000 Employees,1950,Hospital,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
DATA SCIENTIST ASSOCIATE,"University of Alabama, Birmingham","Birmingham, AL",$78K - $126K (Employer provided),3.9,"Description
Produces solutions driven by exploratory data analysis from complex and high-dimensional datasets. Uses a flexible, analytical approach to design, develop, and evaluate predictive models and algorithms that lead to optimal value extraction from the data. Evaluates and implements novel approaches to address aims and milestones to multilayered datasets. Generates and tests hypotheses and analyzes and interpret the results of experiments. Assists in documentation and reporting of result...",-1,10000+ Employees,--,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),-1
Data Scientist,RWJBarnabas Health Corporate Services,"Oceanport, NJ",$135K - $200K (Employer provided),3.5,"Req #: 0000205846
Category: Information Systems and IT
Status: Full-Time
Shift: Day
Facility: RWJBarnabas Health Corporate Services
Department: IT&S Data Engineering & DevOps
Pay Range: $135,000.00 - $200,000.00 per year
Location:
2 Crescent Place, Oceanport, NJ 07757",-1,10000+ Employees,1982,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
"Data Scientist II, Growth Marketing",Pinterest,"San Francisco, CA",$113K - $233K (Employer provided),3.9,"About Pinterest:
Millions of people around the world come to our platform to find creative ideas, dream about new possibilities and plan for memories that will last a lifetime. At Pinterest, we're on a mission to bring everyone the inspiration to create a life they love, and that starts with the people behind the product.
Discover a career where you ignite innovation for millions, transform passion into growth opportunities, celebrate each other's unique experiences and embrace the flexibility t...",-1,1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD),-1
DATA SCIENTIST,Dollar General,United States,-1,2.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist,Fractal Analytics,Texas,$150K - $160K (Employer provided),4.2,"It's fun to work in a company where people truly BELIEVE in what they are doing!
We're committed to bringing passion and customer focus to the business.
Senior Generative AI Data Scientist

Fractal is a strategic AI partner to Fortune 500 companies with a vision to power every human decision in the enterprise. Fractal is building a world where individual choices, freedom, and diversity are the greatest assets; an ecosystem where human imagination is at the heart of every decision. Where no possi...",-1,1001 to 5000 Employees,2000,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),-1
Data Scientist,Valero,"San Antonio, TX",$90K - $153K (Glassdoor est.),4.3,"Data Scientist-25001EI
Description

Valero is the best-in-class producer of essential fuels and products that are foundational to modern life. We invite you to join our ~10,000 employees to drive exceptional results for our company, the energy industry and our community.
Valero is looking for a passionate and technically accomplished Data Scientist to develop and deploy AI solutions that solve real-world challenges across our refining and commercial operations. In this hands-on role, you’ll leve...",-1,5001 to 10000 Employees,1980,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD),-1
Data Scientist,Avis Budget Group,"Boston, MA",$120K - $145K (Employer provided),3.2,"About the Role
As our Data Scientist, you’ll be responsible for building and scaling models that support our core business areas: fleet planning, pricing strategy, member segmentation, and demand forecasting. You’ll own and evolve key models, such as time series demand forecasting and customer geo-segmentation classification and help create new capabilities. Your work will directly influence capital investments, strategy, and how we serve our members across North America.
This is a high-impact, ...",-1,10000+ Employees,1946,Company - Public,Car & Truck Rental,Transportation & Logistics,$5 to $10 billion (USD),-1
Data Scientist - Fraud Strategy,"Trisian-Global Consulting, LLC","San Jose, CA",$132K - $190K (Glassdoor est.),-1,"Position: Data Scientist - Fraud Strategy - 12 month Contract
Trisian-Global Consulting LLC is seeking a highly skilled and experienced Data Scientist for a 12 month contract in San Jose, California. Hybrid environment, must be local to San Jose.
NO Sponsorship, C2C, H1B, OPT etc - must be USC or Green Card Holder for W2 Engagement with Client.
As a Data Scientist, you will be responsible for developing and implementing data-driven strategies to identify and prevent fraud for our clients. You wi...",-1,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,-1
Senior Data Scientist,Strata Decision Technology,"Chicago, IL",$105K - $135K (Employer provided),3.2,"How you'll make an impact:
As a Senior Data Scientist, you will have the opportunity to work with many of the nation's leading healthcare providers in utilizing their financial, operational, and clinical data to drive their mission of providing world-class care while improving financial health. Your work will bring new insights to the healthcare industry.
Applying data mining techniques and statistical analysis to healthcare and financial data across our customer base
Processing, cleansing and v...",-1,501 to 1000 Employees,1996,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
Data Scientist,Ahold Delhaize USA,"Chicago, IL",$94K - $141K (Employer provided),3.4,"Category/Area of Expertise: Data-Science & Analytics
Job Requisition: 460791
Address: USA-IL-Chicago-300 South Riverside Plaza
Store Code: Data Science (5157583)

Ahold Delhaize USA, a division of global food retailer Ahold Delhaize, is part of the U.S. family of brands, which includes five leading omnichannel grocery brands - Food Lion, Giant Food, The GIANT Company, Hannaford and Stop & Shop. Our associates support the brands with a wide range of services, including Finance, Legal, Sustainabil...",-1,10000+ Employees,1867,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$1 to $5 billion (USD),-1
"Data Scientist, Growth Analytics",Airwallex,"San Francisco, CA",$120K - $200K (Employer provided),3.7,"About Airwallex
Airwallex is the only unified payments and financial platform for global businesses. Powered by our unique combination of proprietary infrastructure and software, we empower over 150,000 businesses worldwide – including Brex, Rippling, Navan, Qantas, SHEIN and many more – with fully integrated solutions to manage everything from business accounts, payments, spend management and treasury, to embedded finance at a global scale.
Proudly founded in Melbourne, we have a team of over 1...",-1,1001 to 5000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,$100 to $500 million (USD),-1
Health Data Scientist,Voloridge Health,"Jupiter, FL",$99K - $167K (Glassdoor est.),4.3,"Voloridge Health, headquartered in Jupiter, FL, is a proactive healthcare technology company. We develop advanced tools to deliver predictive, personalized insights to empower individuals and organizations to make data-driven decisions, promoting longer, healthier lives. Voloridge Health is dedicated to developing a data-science-driven approach to assess, track, and improve healthspan. Founded in 2023 with the same data science background that has propelled its sister company, Voloridge Investme...",-1,51 to 200 Employees,2009,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1
Data Scientist,Alston & Bird,"Atlanta, GA",-1,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist III,Chewy,"Boston, MA",$143K - $229K (Employer provided),3.5,"Our Opportunity:
Are you passionate about using AI and data science to make a real impact? Do you get excited by the idea of seeing your models, insights, and prototypes directly influence company strategy? If so, we’d love for you to join the Chewy Marketing Science team!
At Chewy, our mission is simple: to make pet parenting easier and more joyful. Our Marketing Science team plays a key role in that mission by applying machine learning, AI, and statistical modeling to better understand and ser...",-1,10000+ Employees,2011,Company - Public,Pet & Pet Supplies Stores,Retail & Wholesale,$5 to $25 million (USD),-1
Data Scientist,eGrove Systems,"East Brunswick, NJ",$91K - $144K (Glassdoor est.),4.0,"Date Posted: 03/13/2025
Job Code:DS202503002
Job Responsibilities:
Develop and deploy machine learning models for classification, regression, and time series forecasting.
Perform data analysis, feature engineering, and predictive modeling to drive business insights.
Work with large-scale datasets and implement geo/spatial analysis for data-driven decision-making.
Build and optimize risk scoring models, fraud detection systems, and customer segmentation algorithms.
Utilize SQL, PostgreSQL, and Or...",-1,51 to 200 Employees,--,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
AI/ML Engineer,Brain Co.,"San Francisco, CA",$105K - $170K (Glassdoor est.),4.4,"About Brain Co.
Brain Co. is an Applied AI startup founded by Elad Gil and Jared Kushner, and backed by many of Silicon Valley’s leading builders — including Patrick Collison (CEO of Stripe), Andrej Karpathy (Cofounder of OpenAI), Mike Krieger (CPO of Anthropic), Kevin Weil (CPO of OpenAI), and Aravind Srinivas (CEO of Perplexity).We are building an AI platform and applications for the world’s most important institutions - delivering impact on real-world problems.Our progress so far
Automated co...",-1,201 to 500 Employees,--,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$5 to $25 million (USD),-1
Data Scientist,Global Support and Development,"Charlotte, NC",$112K (Employer provided),3.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist AI Solutions,Rush University Medical Center,"Chicago, IL",$38.07 - $56.73 Per Hour (Employer provided),3.6,"Location: Chicago, Illinois
Business Unit: Rush Medical Center
Hospital: Rush University Medical Center
Department: Research Computing
Work Type: Full Time (Total FTE between 0. 9 and 1. 0) Remote
Shift: Shift 1
Work Schedule: 8 Hr (8:00:00 AM - 5:00:00 PM)",-1,Unknown,1837,Hospital,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
Data Scientist,GridCARE,"Redwood City, CA",-1,-1,"About Us
GridCARE solves data center developers' most urgent bottleneck — immediate access to power — through a pioneering physics-based generative AI platform that unlocks gigawatts of near-term capacity from today’s grid. Partnering with utilities, GridCARE applies a proprietary playbook to create additional network capacity on existing transmission infrastructure without costly upgrades or multi-year delays. Founded at Stanford’s Doerr School and backed by leading investors in Energy and AI, ...",-1,-1,-1,-1,-1,-1,-1,-1
